_link,id,tag,date,ocid,Payment Mode,initiationType,fiscal_year,buyer_name,tender_id,tender_stage,tender_title,tender_allowTwoStageTender,tender_status,tender_submissionMethodDetails,tender_procurementMethod,tender_mainProcurementCategory,tender_contractType,tender_numberOfTenderers,tender_datePublished,tender_allowPreferentialBidder,tender_externalReference,tender_value_amount,tender_bidOpening_date,tender_tenderPeriod_durationInDays,tenderclassification_description
id-0.0,ocds-kjhdrl-2016_DOT_946_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DOT_946_1,Offline,tender,2016-2017,Department of Tourism,2016_DOT_946_1,AOC,"Development of facilities for Pilgrims visiting Kamakhya Dham, Guwahati under 13th Finance Commission_Construction of Dormitory with outer development and parking facilities",No,NA,NA,Open Tender,Works,Item Rate,5,2016-06-16 12:00:00,No,ATDC/CS/558/2016/1036_E002,25132914,12-07-2016 12:30,180,Composite Works
id-0.1,ocds-kjhdrl-2016_DoWR_1302_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1302_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1302_1,Technical Evaluation,IM NutanBhralibari,No,NA,NA,Open Tender,Works,Works,7,2016-12-12 18:00:00,No,Dib/SDRF/2016-17/6,25349923,02-01-2017 14:00,180,Civil Works
id-0.2,ocds-kjhdrl-2016_DoWR_1318_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1318_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1318_1,Financial Bid Opening,IM for Sub Mehilapra,No,NA,NA,Open Tender,Works,Works,5,2016-12-15 9:00:00,No,Bak/SDRF/2016-17/3,7967277,04-01-2017 14:05,180,Civil Works
id-0.3,ocds-kjhdrl-2016_DoWR_1334_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1334_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1334_1,Technical Evaluation,IM at PGJH-1,No,NA,NA,Open Tender,Works,Works,10,2016-12-28 18:00:00,No,Maj/SDRF/2016-17/3,9803783,11-01-2017 14:05,180,Civil Works
id-0.4,ocds-kjhdrl-2016_DoWR_1366_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1366_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1366_1,Financial Bid Opening,IM to Desang Bund Left Bank 3,No,NA,NA,Open Tender,Works,Works,10,2016-12-22 18:00:00,No,Siv/SDRF/2016-17/3,12441168,11-01-2017 14:00,180,Civil Works
id-0.5,ocds-kjhdrl-2016_DoWR_1354_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1354_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1354_1,Financial Bid Opening,IM at Sissini Bhojoni 1,No,NA,NA,Open Tender,Works,Works,11,2016-12-22 14:00:00,No,Dib/SDRF/2016-17/7,21277243,10-01-2017 14:00,180,Civil Works
id-0.6,ocds-kjhdrl-2016_DoWR_1369_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1369_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1369_1,Technical Evaluation,IM Dikhow bund at Julatup 2,No,NA,NA,Open Tender,Works,Works,13,2016-12-23 9:00:00,No,Siv/SDRF/2016-17/1,15880882,11-01-2017 14:00,180,Civil Works
id-0.7,ocds-kjhdrl-2016_DoWR_1373_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1373_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1373_1,Technical Evaluation,MnR BuriDehingPk1,No,NA,NA,Open Tender,Works,Works,12,2016-12-23 18:00:00,No,Dib/MnR/2016-17/1,815659,06-01-2017 14:05,90,Civil Works
id-0.8,ocds-kjhdrl-2016_DoWR_1379_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1379_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1379_1,Technical Evaluation,MnR Buridehingpk5,No,NA,NA,Open Tender,Works,Works,22,2016-12-23 18:00:00,No,Dib/MnR/2016-17/1,249000,06-01-2017 14:05,90,Civil Works
id-0.9,ocds-kjhdrl-2016_DoWR_1382_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1382_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1382_1,Technical Evaluation,MnR Buridehingpk7,No,NA,NA,Open Tender,Works,Works,21,2016-12-23 18:00:00,No,Dib/MnR/2016-17/1,367733,06-01-2017 14:05,90,Civil Works
id-0.10,ocds-kjhdrl-2016_DoWR_1398_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1398_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1398_1,Technical Evaluation,Immediate mesures for restoration of Breach like damages  of Kakodonga bund 1,No,NA,NA,Open Tender,Works,Works,14,2016-12-26 9:00:00,No,Jor/SDRF/2016-17/6,2254061,09-01-2017 14:00,180,Civil Works
id-0.11,ocds-kjhdrl-2016_DoWR_1392_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1392_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1392_1,Technical Evaluation,Im at Biswanath panpur 2,No,NA,NA,Open Tender,Works,Works,3,2016-12-24 9:00:00,No,Tez/SDRF/2016-17/4,2321557,06-01-2017 14:00,180,Civil Works
id-0.12,ocds-kjhdrl-2016_DoWR_1427_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1427_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1427_1,Technical Bid Opening,I.M of of river Belsiri -4,No,NA,NA,Open Tender,Works,Works,1,2016-12-27 18:00:00,No,Tez/SDRF/2016-17/2,2665852,10-01-2017 14:05,180,Civil Works
id-0.13,ocds-kjhdrl-2016_DoWR_1416_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1416_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1416_1,Technical Bid Opening,I.M river Mansiri at Rangajan Mirigaon -5,No,NA,NA,Open Tender,Works,Works,9,2016-12-28 9:00:00,No,Tez/SDRF/2016-17/1,1464926,10-01-2017 14:05,180,Civil Works
id-0.14,ocds-kjhdrl-2016_DoWR_1430_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1430_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1430_1,Financial Bid Opening,Silghatpk10,No,NA,NA,Open Tender,Works,Works,3,2016-12-27 18:00:00,No,Nag/SDRF/2016-17/1,2917148,10-01-2017 14:05,180,Civil Works
id-0.15,ocds-kjhdrl-2016_DoWR_1433_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1433_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1433_1,Financial Bid Opening,I.M at Gabharu R/B-2,No,NA,NA,Open Tender,Works,Works,8,2016-12-27 18:00:00,No,Tez/SDRF/2016-17/3,409772,10-01-2017 14:05,180,Civil Works
id-0.16,ocds-kjhdrl-2016_DoWR_1442_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1442_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1442_1,Financial Bid Opening,Sullungpk7,No,NA,NA,Open Tender,Works,Works,2,2016-12-27 18:00:00,No,Nag/SDRF/2016-17/2,4341508,10-01-2017 14:05,180,Civil Works
id-0.17,ocds-kjhdrl-2016_DoWR_1448_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1448_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1448_1,Financial Bid Opening,I.M at Gabharu R/B-3,No,NA,NA,Open Tender,Works,Works,11,2016-12-27 18:00:00,No,Tej/SDRF/2016-17/5,4545851,10-01-2017 14:05,180,Civil Works
id-0.18,ocds-kjhdrl-2016_DoWR_1453_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1453_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1453_1,Financial Bid Opening,Bardangapk2,No,NA,NA,Open Tender,Works,Works,6,2016-12-27 18:00:00,No,Bar/SDRF/2016-17/1,6274932,10-01-2017 14:05,180,Civil Works
id-0.19,ocds-kjhdrl-2016_DoWR_1460_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1460_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1460_1,Financial Bid Opening,I.M of Jarasar-3,No,NA,NA,Open Tender,Works,Works,8,2016-12-27 18:00:00,No,Tej/SDRF/2016-17/6,1284808,10-01-2017 14:05,180,Civil Works
id-0.20,ocds-kjhdrl-2016_DoWR_1457_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1457_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1457_1,To be Opened,LaltugramSaptagrampk1,No,NA,NA,Open Tender,Works,Works,0,2016-12-27 18:00:00,No,Silchar/SDRF/2016-17/1,1930000,10-01-2017 14:05,180,Civil Works
id-0.21,ocds-kjhdrl-2016_DoWR_1475_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1475_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1475_1,Technical Evaluation,I.M at PGJH road-2,No,NA,NA,Open Tender,Works,Works,10,2016-12-28 18:00:00,No,Maj/SDRF/2016-17/3,11196218,11-01-2017 14:05,180,Civil Works
id-0.22,ocds-kjhdrl-2016_DoWR_1479_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_1479_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_1479_1,Financial Bid Opening,IM from Tekelifuta-3,No,NA,NA,Open Tender,Works,Works,6,2016-12-28 18:00:00,No,Maj/SDRF/2016-17/4,13224237,11-01-2017 14:05,180,Civil Works
id-0.23,ocds-kjhdrl-2016_DoWR_921_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_921_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_921_1,Financial Bid Opening,Roypur-pk1,No,NA,NA,Open Tender,Works,Works,1,2016-04-30 18:00:00,No,Re-SILWRD/E-Tender/SDRF/2016/1,14520000,14-05-2016 14:05,180,Civil Works
id-0.24,ocds-kjhdrl-2016_DoWR_923_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_DoWR_923_1,Offline,tender,2016-2017,Department of Water Resources,2016_DoWR_923_1,Financial Bid Opening,Kaplabori-Nalbari-SDRF,No,NA,NA,Open Tender,Works,Works,3,2016-09-05 18:00:00,No,Nal-RGR.64/2016/40,26142000,23-05-2016 14:05,180,Civil Works
id-0.25,ocds-kjhdrl-2016_FESA_1321_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_FESA_1321_1,Offline,tender,2016-2017,Director- Fire and Emergency Services-Assam,2016_FESA_1321_1,Financial Evaluation,Fabrication and supply of 22(twenty two) Nos. Quick Response Tender (QRT),No,NA,NA,Open Tender,Works,Works,9,2016-12-16 13:00:00,No,F and ES/PS/271/4010,23760000,17-01-2017 11:00,365,Composite Works
id-0.26,ocds-kjhdrl-2016_FESA_1066_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_FESA_1066_1,Offline,tender,2016-2017,Director- Fire and Emergency Services-Assam,2016_FESA_1066_1,To be Opened,"Supply of 5Nos. Inflatable Motor Rescue Boats along with Synthetic Life Jackets, Life Buoys, personal diving kits, Dive fins, Gloves, BA sets light weight with spare cylinder, Diving Suits and Under Water Torch etc",No,NA,NA,Open Tender,Works,Supply,2,2016-09-19 17:00:00,No,F and ES/PS/255/2787,2300000,20-10-2016 11:00,365,Miscellaneous Works
id-0.27,ocds-kjhdrl-2016_GHC_1248_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_GHC_1248_1,Offline,tender,2016-2017,Gauhati High Court - Guwahati,2016_GHC_1248_1,AOC,"Supply, Installation and maintenance of approximately 134 nos. of Digital Photocopier machines with ARDF facility in various Court complexes of Assam",No,NA,NA,Open Tender,Goods,Supply,6,2016-11-19 14:00:00,No,HC-XLV-211/2016/1317/PMP,0,16-12-2016 11:00,180,Electronics Equipment
id-0.28,ocds-kjhdrl-2016_HFWD_1187_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_HFWD_1187_1,Offline,tender,2016-2017,Health and Family Welfare Department,2016_HFWD_1187_1,Technical Bid Opening,Thulium YAG Laser 150 watts,No,NA,NA,Open Tender,Goods,Supply,2,2016-08-11 11:00:00,No,MCH/HMS/2016/176,10000000,28-11-2016 12:00,365,Medical Equipments/Waste
id-0.29,ocds-kjhdrl-2016_HET_1294_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_HET_1294_1,Offline,tender,2016-2017,Higher Education (Technical) Department,2016_HET_1294_1,AOC,Supply and Installation of Instruments_Machines on turnkey basis to be installed at Karimganj Polytechnic Maizgaon  Karimganj Assam,No,NA,NA,Open Tender,Goods,Supply,3,2016-08-12 17:00:00,No,NIT/DTE-05/2016-17,0,30-12-2016 14:30,90,Machineries
id-0.30,ocds-kjhdrl-2016_HFWD_1259_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_HFWD_1259_1,Offline,tender,2016-2017,Health and Family Welfare Department,2016_HFWD_1259_1,Financial Evaluation,SUPPLY AND INSTALLATION OF ANESTHESIA WORKSTATION AND BOYLES MACHINE IN GMCH,No,NA,NA,Open Tender,Goods,Supply,3,2016-11-26 11:00:00,No,MCH/HMS/2016/176/ 307,20000000,28-12-2016 12:00,365,Medical Equipments/Waste
id-0.31,ocds-kjhdrl-2016_HFWD_1263_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_HFWD_1263_1,Offline,tender,2016-2017,Health and Family Welfare Department,2016_HFWD_1263_1,Financial Evaluation,SUPPLY AND INSTALLATION OF LAPAROSCOPY EQUIPMENTS for GMCH.,No,NA,NA,Open Tender,Goods,Supply,3,2016-11-26 11:00:00,No,MCH/HMS/2016/176/ 310,6500000,28-12-2016 12:00,365,Medical Equipments/Waste
id-0.32,ocds-kjhdrl-2016_ICD_1303_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_ICD_1303_1,Offline,tender,2016-2017,Industries and Commerce Department,2016_ICD_1303_1,To be Opened,SUPPLY OF MDPE PIPES,No,NA,NA,Open Tender,Goods,Buy,1,2016-12-19 15:00:00,No,MTL/PUR/40/MDPE PIPE/2016-17/11,17500000,06-01-2017 14:30,180,Supply of Materials
id-0.33,ocds-kjhdrl-2016_HFWD_1323_6-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_HFWD_1323_6,Offline,tender,2017-2018,Health and Family Welfare Department,2016_HFWD_1323_6,To be Opened,"Supply and Installation of Mammography machine at Jorhat Medical College and Hospital, Jorhat, Assam",No,NA,NA,Open Tender,Goods,Buy,2,2017-06-03 18:50:00,No,No. SMEJ/JMCH/989/Pt-VI/2015/4287 dated 14.12.2016,8000,27-03-2017 12:00,365,Machineries
id-0.34,ocds-kjhdrl-2016_ID_1186_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_ID_1186_1,Offline,tender,2016-2017,Irrigation Department,2016_ID_1186_1,Technical Evaluation,Singlacherra Flow Irrigation Scheme at Sonbeel area Balance work of cross regulator under A.I.B.P for the year 2009_10  under Karimganj Division I Karimganj,No,NA,NA,Open Tender,Works,Percentage,1,2016-07-11 10:00:00,No,NIT_No_08_AIBP_2016P_17,109988000,21-11-2016 15:00,180,Civil Works - Others
id-0.35,ocds-kjhdrl-2016_ICD_1350_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_ICD_1350_1,Offline,tender,2016-2017,Industries and Commerce Department,2016_ICD_1350_1,Technical Evaluation,Construction of Internal Road,No,NA,NA,Open Tender,Works,Item Rate,5,2016-12-22 16:00:00,No,AIDC/TP/IRPh1/16/6628,12772106,12-01-2017 15:00,120,Civil Works – Roads
id-0.36,ocds-kjhdrl-2016_NHM_1005_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_NHM_1005_1,Offline,tender,2016-2017,National Health Mission,2016_NHM_1005_1,Technical Evaluation,Construction of CHC at Sivasagar District,No,NA,NA,Open Tender,Works,Works,4,2016-08-24 12:00:00,No,Construction of CHC at Sivasagar District,48466033,02-09-2016 15:30,225,Civil Works - Building
id-0.37,ocds-kjhdrl-2016_NHM_1177_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_NHM_1177_1,Offline,tender,2016-2017,National Health Mission,2016_NHM_1177_1,Technical Evaluation,Construction of DEIC at KK CH in Golaghat District,No,NA,NA,Open Tender,Works,Turn-key,5,2016-07-11 12:00:00,No,DEIC Golaghat,9100000,19-11-2016 15:30,180,Civil Works - Building
id-0.38,ocds-kjhdrl-2016_NHM_1120_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_NHM_1120_1,Offline,tender,2016-2017,National Health Mission,2016_NHM_1120_1,AOC,Construction of Blood Bank with BCSU at Mangaldai Civil Hospital in Darrang District under NHM Assam,No,NA,NA,Open Tender,Works,Works,7,2016-10-14 12:00:00,No,Construction of Blood Bank with BCSU at Mangaldai,7234000,21-10-2016 15:30,180,Civil Works - Building
id-0.39,ocds-kjhdrl-2016_NHM_1184_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_NHM_1184_1,Offline,tender,2016-2017,National Health Mission,2016_NHM_1184_1,Technical Evaluation,Construction of SDCH- Hojai District (Annex Building),No,NA,NA,Open Tender,Works,Turn-key,6,2016-07-11 12:00:00,No,Construction of SDCH at Hojai FRU,9586384,19-11-2016 15:30,180,Civil Works - Building
id-0.40,ocds-kjhdrl-2016_PHED_1079_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_PHED_1079_1,Offline,tender,2016-2017,Public Health Engineering Department,2016_PHED_1079_1,AOC,PKG_01 SUPPLY DELIVERY INSTALLATION OF STAND ALONE COMMUNITY WATER PURIFICATION PLANT WITH SOLAR PUMPS SET FITTED WITH TUBEWELL ETC  IN BARPETA AND DHUBRI DISTRICT OF ASSAM,No,NA,NA,Open Tender,Works,Works,9,2016-09-22 18:55:00,No,IFB_03_2016_17,38822250,21-10-2016 14:00,60,Civil Works - Water Works
id-0.41,ocds-kjhdrl-2016_PHED_1388_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_PHED_1388_1,Offline,tender,2016-2017,Public Health Engineering Department,2016_PHED_1388_1,AOC,CONSTRUCTION OF RCC RING WELL FITTED WITH SINGUR HAND PUMP ALONG WITH SOLAR POWER IN BARPETA DHUBURI KAMRUP NAGAON AND KARBIANGLONGDISTRICT OF ASSAM,No,NA,NA,Open Tender,Works,Works,4,2016-12-23 17:00:00,No,PHE_19_MM_2016_17_7846_58,11425000,13-01-2017 11:00,60,Civil Works - Water Works
id-0.42,ocds-kjhdrl-2016_PHED_950_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_PHED_950_1,Offline,tender,2016-2017,Public Health Engineering Department,2016_PHED_950_1,To be Opened,PACKAGE NO 1_Supply delivery and installation of standalone community water purification plant with solar pumps set fitted with tube well capable of removing contaminants,No,NA,NA,Open Tender,Works,Works,0,2016-06-21 9:00:00,No,PHE9/MM/2016_17/T_3417,38822000,12-07-2016 12:00,120,Civil Works - Water Works
id-0.43,ocds-kjhdrl-2016_PWBNH_1069_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_PWBNH_1069_1,Offline,tender,2016-2017,Public Works Building and NH Department,2016_PWBNH_1069_1,To be Opened,"RENOVATION/UP-GRADATION/ CONSTRUCTION ETC. OF IGAS, SSC, SARUSAJAI, GUWAHATI-34",No,NA,NA,Open Tender,Works,Item Rate,0,2016-09-20 17:40:00,No,No. GMC 25/2016/ 15  dtd. 5th sept/2016,24000000,26-09-2016 14:30,180,Civil Works
id-0.44,ocds-kjhdrl-2016_PNRD_986_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_PNRD_986_2,Offline,tender,2016-2017,Principal Secretary- P and RD- Assam Secretariat,2016_PNRD_986_2,Technical Evaluation,Construction of Hostel Building G plus 2 for District Panchayat Resource Centre at Golaghat North Dev. Block Dergaon Golaghat under RGPSA 2014-15,No,NA,NA,Open Tender,Works,Works,4,2016-09-29 9:00:00,No,SIRD-199/2016/3_Golaghat,8819000,20-10-2016 14:30,180,Construction Works
id-0.45,ocds-kjhdrl-2016_PWBNH_1126_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_PWBNH_1126_1,Offline,tender,2016-2017,Public Works Building and NH Department,2016_PWBNH_1126_1,Technical Evaluation,FIFA GROUP E,No,NA,NA,Open Tender,Works,Item Rate,1,2016-10-19 15:00:00,No,GMC25/2016/29  dtd.15/10/2016,2585000,25-10-2016 14:30,180,Civil Works - Others
id-0.46,ocds-kjhdrl-2016_PWBNH_1214_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_PWBNH_1214_1,Offline,tender,2016-2017,Public Works Building and NH Department,2016_PWBNH_1214_1,Technical Evaluation,Assam Bhawan Kolkata,No,NA,NA,Open Tender,Works,Item Rate,4,2016-10-11 9:00:00,No,SMC/45/2016/2 dt. 4-11-2016,28455200,25-11-2016 15:00,180,Civil Works - Building
id-0.47,ocds-kjhdrl-2016_PWBNH_1225_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_PWBNH_1225_1,Offline,tender,2016-2017,Public Works Building and NH Department,2016_PWBNH_1225_1,To be Opened,Construction of RCC two storied Staff Quarter at Golaghat,No,NA,NA,Open Tender,Works,Item Rate,2,2016-11-11 16:00:00,No,CS/T/BD/10/2016/07,10859920,19-11-2016 11:00,180,Civil Works - Building
id-0.48,ocds-kjhdrl-2016_PWBNH_1330_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2016_PWBNH_1330_1,Offline,tender,2016-2017,Public Works Building and NH Department,2016_PWBNH_1330_1,Technical Bid Opening,Planetarium Equipment at Nalbari,No,NA,NA,Global Tenders,Goods,Item Rate,3,2016-12-17 14:00:00,No,CEB/MECH/4/2016/20 dtd. 13/12/2016,29300000,17-01-2017 15:00,180,Mechanical Engg Items
id-0.49,ocds-kjhdrl-2017_BTC_3036_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3036_2,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3036_2,Technical Evaluation,TN_254_02,No,NA,NA,Open Tender,Works,Item Rate,2,2017-08-21 10:30:00,No,ACE38/TECH/KOK(R/IFB/16-17/197,7841266,08-09-2017 14:00,180,Civil Works
id-0.50,ocds-kjhdrl-2017_BTC_3044_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3044_1,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3044_1,Technical Evaluation,TN_257,No,NA,NA,Open Tender,Works,Item Rate,2,2017-08-21 9:00:00,No,ACE29/TECH/MSLPR/IFB/Pt1/16-17,14493738,28-08-2017 16:30,180,Civil Works
id-0.51,ocds-kjhdrl-2017_BTC_3046_11-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3046_11,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3046_11,Technical Evaluation,TN_256_11,No,NA,NA,Open Tender,Works,Item Rate,2,2017-08-21 10:30:00,No,ACE05/TECH/CHN/IFB/2017-18/159,5299013,08-09-2017 14:00,180,Civil Works
id-0.52,ocds-kjhdrl-2017_BTC_3046_8-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3046_8,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3046_8,To be Opened,TN_256_8,No,NA,NA,Open Tender,Works,Item Rate,2,2017-08-21 10:30:00,No,ACE05/TECH/CHN/IFB/2017-18/159,9449856,08-09-2017 14:00,180,Civil Works
id-0.53,ocds-kjhdrl-2017_BTC_3048_8-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3048_8,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3048_8,To be Opened,TN_105_13,No,NA,NA,Open Tender,Works,Item Rate,0,2017-08-21 10:30:00,No,ACE-05/TECH/CHN/IFB/17-18/147,9649340,08-09-2017 14:00,180,Civil Works
id-0.54,ocds-kjhdrl-2017_BTC_3063_11-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3063_11,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3063_11,Technical Evaluation,TN_243_11,No,NA,NA,Open Tender,Works,Item Rate,2,2017-08-24 10:30:00,No,ACE11/TECH/UDL(R/IFB/16-17/116,4472548,08-09-2017 14:00,180,Civil Works
id-0.55,ocds-kjhdrl-2017_BTC_3063_3-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3063_3,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3063_3,Technical Evaluation,TN_243_3,No,NA,NA,Open Tender,Works,Item Rate,2,2017-08-24 10:30:00,No,ACE11/TECH/UDL(R/IFB/16-17/116,3164352,08-09-2017 14:00,180,Civil Works
id-0.56,ocds-kjhdrl-2017_BTC_3070_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3070_2,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3070_2,Technical Evaluation,TN_249_2,No,NA,NA,Open Tender,Works,Item Rate,2,2017-08-24 10:30:00,No,ACE29/TECH/MSLPR/IFB/Pt2/16-17,7351890,08-09-2017 14:00,180,Civil Works
id-0.57,ocds-kjhdrl-2017_BTC_3113_3-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3113_3,Offline,tender,2016-2017,Bodoland Territorial Council-PWD,2017_BTC_3113_3,Technical Evaluation,TN_267_3,No,NA,NA,Open Tender,Works,Item Rate,2,2017-01-09 10:30:00,No,ACE11/TECH/UDL(R/IFB/16-17/123,4301993,16-09-2017 14:00,180,Civil Works
id-0.58,ocds-kjhdrl-2017_BTC_3116_4-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3116_4,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3116_4,To be Opened,TN_266_4,No,NA,NA,Open Tender,Works,Item Rate,0,2017-08-31 13:00:00,No,ACE05/TECH/CHN/IFB/17-18/175,2970301,16-09-2017 14:00,180,Civil Works
id-0.59,ocds-kjhdrl-2017_BTC_3116_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3116_2,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3116_2,Technical Evaluation,TN_266_2,No,NA,NA,Open Tender,Works,Item Rate,2,2017-08-31 13:00:00,No,ACE05/TECH/CHN/IFB/17-18/175,4897698,16-09-2017 14:00,180,Civil Works
id-0.60,ocds-kjhdrl-2017_BTC_3165_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2017_BTC_3165_1,Offline,tender,2017-2018,Bodoland Territorial Council-PWD,2017_BTC_3165_1,To be Opened,BTC/OTSG/2017-18/53,No,NA,NA,Open Tender,Works,Item Rate,0,2017-07-09 10:30:00,No,ACE02/PWD/BTC/IFB/SA/17-18/114,9888860,13-10-2017 14:15,180,Civil Works
