_link,id,tag,date,ocid,Payment Mode,initiationType,fiscal_year,buyer_name,tender_id,tender_stage,tender_title,tender_allowTwoStageTender,tender_status,tender_submissionMethodDetails,tender_procurementMethod,tender_mainProcurementCategory,tender_contractType,tender_numberOfTenderers,tender_datePublished,tender_allowPreferentialBidder,tender_externalReference,tender_value_amount,tender_bidOpening_date,tender_tenderPeriod_durationInDays,tenderclassification_description
id-7.1474,ocds-kjhdrl-2019_PHED_13466_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PHED_13466_1,Offline,tender,2019-2020,Public Health Engineering Department,2019_PHED_13466_1,AOC,Empanelment for Parallel Rate Contract of Hydrated Lime to be supplied at PHE stores of Assam,No,NA,NA,Open Tender,Goods,Supply,9,2019-04-07 13:00:00,No,PHE_8_MM_2014_15_T_5988_90,30000000,19-07-2019 15:00,90,Supply of Materials
id-7.1475,ocds-kjhdrl-2019_PHED_13791_14-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PHED_13791_14,Offline,tender,2019-2020,Public Health Engineering Department,2019_PHED_13791_14,AOC,Pkg 14 Design Subsoil Investigation and Construction of 50 Cum RCC ESR in Mohanpur TE PWSS under Hailakandi Div,No,NA,NA,Open Tender,Works,Works,2,2019-05-08 12:00:00,No,PHE_8_MM_2014_15_T_7146_201,2071000,04-09-2019 15:00,90,Civil Works - Water Works
id-7.1476,ocds-kjhdrl-2019_PHED_13791_24-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PHED_13791_24,Offline,tender,2019-2020,Public Health Engineering Department,2019_PHED_13791_24,AOC,Pkg 24 Design Subsoil Investigation and Construction of 50 Cum RCC ESR in Tillagram PWSS under Hailakandi Div,No,NA,NA,Open Tender,Works,Works,2,2019-05-08 14:00:00,No,PHE_8_MM_2014_15_T_7146_201,1808000,04-09-2019 15:00,90,Civil Works - Water Works
id-7.1477,ocds-kjhdrl-2019_PHED_13876_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PHED_13876_1,Offline,tender,2019-2020,Public Health Engineering Department,2019_PHED_13876_1,AOC,Work for providing WSS facility under Langkashi GP Zone I of Tinsukia Div under NRDWP SAGY,No,NA,NA,Open Tender,Works,Works,1,2019-08-17 10:00:00,No,PHE_8_MM_2014_15_T_8094_100,48164000,01-10-2019 15:00,90,Civil Works - Water Works
id-7.1478,ocds-kjhdrl-2019_PHED_14199_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PHED_14199_1,Offline,tender,2019-2020,Public Health Engineering Department,2019_PHED_14199_1,AOC,Providing Accomodation of Delegates for Swachh Mahotsav 2019,No,NA,NA,Open Tender,Services,Item Rate,1,2019-09-19 9:00:00,No,RGRWSM_550_2019_20_4055_59,10000000,26-09-2019 15:00,90,Hotel/ Catering
id-7.1479,ocds-kjhdrl-2019_PHED_14662_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PHED_14662_1,Offline,tender,2019-2020,Public Health Engineering Department,2019_PHED_14662_1,AOC,Implementation of Greater Jengrai PWSS of Jorhat Div in Majuli District under NWQSM,No,NA,NA,Open Tender,Works,Works,1,2019-04-11 18:55:00,No,PHE_8_MM_2014_15_T_13523_29,95600000,28-12-2019 15:00,90,Civil Works - Water Works
id-7.1480,ocds-kjhdrl-2019_PHED_14751_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PHED_14751_1,Offline,tender,2019-2020,Public Health Engineering Department,2019_PHED_14751_1,To be Opened,Design and Construction of Satra Baradi PWSS of Barpeta Div under NWQSM,No,NA,NA,Open Tender,Works,Works,0,2019-11-13 18:30:00,No,PHE_8_MM_2014_15_T_14229_35,8093000,05-12-2019 15:00,90,Civil Works - Water Works
id-7.1481,ocds-kjhdrl-2019_PHED_15173_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PHED_15173_1,Online,tender,2019-2020,Public Health Engineering Department,2019_PHED_15173_1,AOC,Design and Construction of Bilasipara Gaon PWSS of Barpeta Div under NWQSM,No,NA,NA,Open Tender,Works,Works,3,2019-04-12 10:00:00,No,PHE_8_MM_2014_15_T_17127_32,25291000,26-12-2019 15:00,90,Civil Works - Water Works
id-7.1482,ocds-kjhdrl-2019_PHED_15368_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PHED_15368_1,Online,tender,2019-2020,Public Health Engineering Department,2019_PHED_15368_1,AOC,Implementation of Auaniati Juginidhari PWSS of Jorhat Div in Majuli District under NWQSM,No,NA,NA,Open Tender,Works,Works,2,2019-12-19 11:00:00,No,PHE_8_MM_2014_15_T_18352_57,19360000,17-01-2020 15:00,90,Civil Works - Water Works
id-7.1483,ocds-kjhdrl-2019_PHED_15645_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PHED_15645_1,Online,tender,2019-2020,Public Health Engineering Department,2019_PHED_15645_1,AOC,Design and Construction of Mechpara Part PWSS of Barpeta Div under NWQSM,No,NA,NA,Open Tender,Works,Works,4,2019-12-31 10:00:00,No,PHE_8_MM_2014_15_T_19722_28,13223000,21-01-2020 15:00,90,Civil Works - Water Works
id-7.1484,ocds-kjhdrl-2019_PNRD_14538_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PNRD_14538_2,Online,tender,2019-2020,Principal Secretary- P and RD- Assam Secretariat,2019_PNRD_14538_2,Technical Evaluation,Retender_Construction of Administrative Building G plus 1 for District Panchayat Resource Centre At Majgaon Bokajan Karbi-Anglong under RGPSA 2014-15,No,NA,NA,Open Tender,Works,Works,2,2020-01-31 9:00:00,No,SIPRD-225/16/40 (Admin_Karbi-Anglong),8299045,10-02-2020 15:00,180,Construction Works
id-7.1485,ocds-kjhdrl-2019_PNRD_14558_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PNRD_14558_2,Online,tender,2019-2020,Principal Secretary- P and RD- Assam Secretariat,2019_PNRD_14558_2,To be Opened,Construction of 2 New G.P. Buildings at Darrang District under SoPD 2018-19,No,NA,NA,Open Tender,Works,Works,0,2020-03-13 9:00:00,No,PDDP.117/2018/127 (Darrang),7500000,30-03-2020 14:00,180,Construction Works
id-7.1486,ocds-kjhdrl-2019_PNRD_14563_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PNRD_14563_1,Online,tender,2019-2020,Principal Secretary- P and RD- Assam Secretariat,2019_PNRD_14563_1,To be Opened,Construction of 5 New G.P. Buildings at Dibrugarh District under SoPD 2018-19,No,NA,NA,Open Tender,Works,Works,0,2019-10-30 11:00:00,No,PDDP.117/2018/127 (Dibrugarh),18750000,15-11-2019 14:00,180,Construction Works
id-7.1487,ocds-kjhdrl-2019_PNRD_14569_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PNRD_14569_1,Online,tender,2019-2020,Principal Secretary- P and RD- Assam Secretariat,2019_PNRD_14569_1,To be Opened,Construction of 2 New G.P. Buildings at Karimganj District under SoPD 2018-19,No,NA,NA,Open Tender,Works,Works,0,2019-10-30 11:00:00,No,PDDP.117/2018/127 (Karimganj),7500000,15-11-2019 14:00,180,Construction Works
id-7.1488,ocds-kjhdrl-2019_PNRD_14572_3-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PNRD_14572_3,Online,tender,2019-2020,Principal Secretary- P and RD- Assam Secretariat,2019_PNRD_14572_3,Financial Evaluation,Construction of 2 New G.P. Buildings at Sonitpur District under SoPD 2018-19,No,NA,NA,Open Tender,Works,Works,3,2020-01-20 9:00:00,No,PDDP.117/2018/127 (Sonitpur),7500000,10-02-2020 14:00,180,Construction Works
id-7.1489,ocds-kjhdrl-2019_PNRD_14577_2-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PNRD_14577_2,Online,tender,2019-2020,Principal Secretary- P and RD- Assam Secretariat,2019_PNRD_14577_2,Financial Evaluation,Construction of 2 New G.P. Buildings at South Salmara District under SoPD 2018-19,No,NA,NA,Open Tender,Works,Works,1,2019-12-21 18:00:00,No,PDDP.117/2018/127 (South Salmara),7500000,10-01-2020 14:00,180,Construction Works
id-7.1490,ocds-kjhdrl-2019_PNRD_14587_4-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PNRD_14587_4,Online,tender,2020-2021,Principal Secretary- P and RD- Assam Secretariat,2019_PNRD_14587_4,Technical Evaluation,ReTender_Construction of Hostel Building G plus 1 for District Panchayat Resource Centre At Margherita,No,NA,NA,Open Tender,Works,Works,4,2020-10-29 15:30:00,No,SIPRD-225/16/40 (Hostel_Tinsukia),8388821,10-11-2020 15:00,180,Civil Works
id-7.1491,ocds-kjhdrl-2019_PWBNH_10816_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_10816_1,Offline,tender,2018-2019,Public Works Building and NH Department,2019_PWBNH_10816_1,AOC,"Construction of Grade IV Qtr., waiting shed, security barrack, raising low site development of SDO ( C) office and residence including approach road at Gohpur",No,NA,NA,Open Tender,Works,Item Rate,2,2019-02-01 11:00:00,No,SE/TB/TEN/28/2018-19/4132 Dated 20.12.2018,6502277,11-01-2019 14:00,180,Civil Works - Building
id-7.1492,ocds-kjhdrl-2019_PWBNH_10998_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_10998_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_10998_1,AOC,Upgradation of Nabin Chandra Bordoloi Hall Library during the year 2018-19,No,NA,NA,Open Tender,Works,Item Wise,3,2019-10-01 12:00:00,No,SE/BII/Tech/CS/Library/152_N Bordoloi,12609400,30-01-2019 11:30,180,Civil Works - Building
id-7.1493,ocds-kjhdrl-2019_PWBNH_11298_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_11298_1,Offline,tender,2018-2019,Public Works Building and NH Department,2019_PWBNH_11298_1,To be Opened,"Construction of Outdoor and Indoor Sports Complex at Doomdooma , Doomdooma LAC  under Tinisukia  District under Signature Project for the year 2018-19",No,NA,NA,Open Tender,Works,Item Rate,0,2019-01-22 18:00:00,No,Signature Project-8,91833821,13-02-2019 13:00,180,Civil Works - Building
id-7.1494,ocds-kjhdrl-2019_PWBNH_11576_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_11576_1,Offline,tender,2018-2019,Public Works Building and NH Department,2019_PWBNH_11576_1,To be Opened,"Construction of New RCC (G Plus 2 storied provisuion ) Hostel No. 7 at Assam Engineering College   at Jalukbari, Guwahati during 2013-14 under plan (Balance work).",No,NA,NA,Open Tender,Works,Item Rate,5,2019-01-02 17:00:00,No,T/BD/93/2017/33_Hostel No.7,18642477,12-02-2019 11:00,180,Civil Works - Building
id-7.1495,ocds-kjhdrl-2019_PWBNH_11680_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_11680_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_11680_1,To be Opened,Construction of Model Residential School at Sipajhar,No,NA,NA,Open Tender,Works,Item Rate,1,2019-06-02 15:00:00,No,MRS -5_Sipajhar,261699266,18-02-2019 15:00,180,Civil Works - Building
id-7.1496,ocds-kjhdrl-2019_PWBNH_11691_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_11691_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_11691_1,AOC,Construction of Model Residential School at Bongaigaon   (kacaharipara),No,NA,NA,Open Tender,Works,Item Rate,2,2019-06-02 15:00:00,No,MRS -14_Bongaigaon   (kacaharipara),259699266,18-02-2019 15:00,180,Civil Works - Building
id-7.1497,ocds-kjhdrl-2019_PWBNH_11770_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_11770_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_11770_1,To be Opened,Proposed construction of Town Hall under fifth commission at Chabua (TC),No,NA,NA,Open Tender,Works,Item Rate,1,2019-11-02 12:00:00,No,SMC. TH - 13,49020529,22-02-2019 15:30,180,Civil Works - Building
id-7.1498,ocds-kjhdrl-2019_PWBNH_11782_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_11782_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_11782_1,To be Opened,Proposed construction of Town Hall under fifth commission at Bokakhat (MB),No,NA,NA,Open Tender,Works,Item Rate,2,2019-11-02 15:00:00,No,SMC.TH - 09,58387148,22-02-2019 15:30,180,Civil Works - Building
id-7.1499,ocds-kjhdrl-2019_PWBNH_11807_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_11807_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_11807_1,To be Opened,"Establishment of New Medical College attached with existing District/Referral Hospital at North Lakhimpur , Assam under the Centrally Sponsored Scheme(Solar Power System)",No,NA,NA,Open Tender,Works,Item Rate,4,2019-12-02 16:00:00,No,CE/BLD/ELECT/ 17/2015/83 Medical North Lakhimpur,14400000,27-02-2019 15:30,180,Electrical Works
id-7.1500,ocds-kjhdrl-2019_PWBNH_11926_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_11926_1,Offline,tender,2018-2019,Public Works Building and NH Department,2019_PWBNH_11926_1,AOC,Construction of Training Institute for Grade III and Grade IV staff of Government of Assam at Bongaigaon,No,NA,NA,Open Tender,Works,Item Rate,2,2019-02-16 12:00:00,No,SMC/174/2018/ 6_SMC ART Bongaigaon,113441800,22-02-2019 16:00,180,Civil Works - Building
id-7.1501,ocds-kjhdrl-2019_PWBNH_12130_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_12130_1,Offline,tender,2018-2019,Public Works Building and NH Department,2019_PWBNH_12130_1,AOC,Construction of Model Residential School at Udalguri (4 No. Amjuli),No,NA,NA,Open Tender,Works,Item Rate,1,2019-02-21 18:00:00,No,MRS -4,261699266,27-02-2019 16:00,180,Civil Works - Building
id-7.1502,ocds-kjhdrl-2019_PWBNH_12157_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_12157_1,Offline,tender,2018-2019,Public Works Building and NH Department,2019_PWBNH_12157_1,To be Opened,"Construction of Model Residential School at  Bokajan, Karbi Anglong District.",No,NA,NA,Open Tender,Works,Item Rate,0,2019-02-22 11:00:00,No,MRS- 15,259699266,27-02-2019 16:00,180,Civil Works - Building
id-7.1503,ocds-kjhdrl-2019_PWBNH_12182_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_12182_1,Offline,tender,2018-2019,Public Works Building and NH Department,2019_PWBNH_12182_1,Technical Evaluation,Augmentation of existing infrastructure in Govt. Gurdon Higher Secondary School at Nalbari.,No,NA,NA,Open Tender,Works,Item Rate,2,2019-02-22 14:00:00,No,BN/28/2018/21_Gurdon H S School,50132700,28-02-2019 17:00,180,Civil Works - Building
id-7.1504,ocds-kjhdrl-2019_PWBNH_12207_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_12207_1,Offline,tender,2018-2019,Public Works Building and NH Department,2019_PWBNH_12207_1,Technical Evaluation,"Construction of Sports Complex with Athletic Stadium, Cricket Stadium, Swimmimg Pool, Indoor Stadium, Tennis and Volley Ball Court at Saboti, North Lakhimpur",No,NA,NA,Open Tender,Works,Item Rate,1,2019-02-23 9:00:00,No,GMC.2/2019/9 Sports-2 North Lakhimpur,446073000,07-03-2019 11:00,180,Civil Works - Building
id-7.1505,ocds-kjhdrl-2019_PWBNH_12266_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_12266_1,Offline,tender,2018-2019,Public Works Building and NH Department,2019_PWBNH_12266_1,AOC,"Construction works at SMC and Hospital, Silchar for increase of MBBS seats",No,NA,NA,Open Tender,Works,Item Rate,3,2019-02-26 15:00:00,No,SMC. MBBS - 01,392566445,08-03-2019 15:00,180,Civil Works - Building
id-7.1506,ocds-kjhdrl-2019_PWBNH_12339_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_12339_1,Offline,tender,2018-2019,Public Works Building and NH Department,2019_PWBNH_12339_1,AOC,Construction of Model Residential School at Barpeta (Kalgachia),No,NA,NA,Open Tender,Works,Item Rate,1,2019-02-28 15:00:00,No,MRS -8 (RT),268353103,05-03-2019 16:00,180,Civil Works - Building
id-7.1507,ocds-kjhdrl-2019_PWBNH_12348_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_12348_1,Offline,tender,2018-2019,Public Works Building and NH Department,2019_PWBNH_12348_1,Technical Evaluation,"Construction of New RCC (G Plus 2 storied provisuion ) Hostel No. 7 at Assam Engineering College   at Jalukbari, Guwahati during 2013-14 under plan (Balance work)",No,NA,NA,Open Tender,Works,Item Rate,3,2019-02-28 15:00:00,No,AEC Hostel No. 7,18642477,05-03-2019 16:00,180,Civil Works - Building
id-7.1508,ocds-kjhdrl-2019_PWBNH_12390_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_12390_1,Offline,tender,2018-2019,Public Works Building and NH Department,2019_PWBNH_12390_1,To be Opened,Proposed construction of Town Hall under fifth commission at Rangapara (MB),No,NA,NA,Open Tender,Works,Item Rate,0,2019-02-03 14:00:00,No,SMC. TH - 06 (RT),59075808,08-03-2019 15:00,180,Civil Works - Building
id-7.1509,ocds-kjhdrl-2019_PWBNH_12443_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_12443_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_12443_1,AOC,Construction of Multipurpose Hall at Sualkuchi under 13th Finance Commission Award during 2014-15,No,NA,NA,Open Tender,Works,Item Rate,4,2019-05-03 11:00:00,No,BN.73/2018/6 Multipurpose Hall Sualkuchi,11485279,09-04-2019 15:00,180,Civil Works - Building
id-7.1510,ocds-kjhdrl-2019_PWBNH_12522_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_12522_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_12522_1,AOC,Audio Visual Hub of Jyoti Chitraban under NEC. ( Civil works for Studio Building ),No,NA,NA,Open Tender,Works,Item Rate,3,2019-07-03 17:00:00,No,CS/T/BD/04/2019/7 Jyoti Chitraban,13339339,25-03-2019 17:00,180,Civil Works - Building
id-7.1511,ocds-kjhdrl-2019_PWBNH_12554_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_12554_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_12554_1,To be Opened,Construction of Model         Residential School at Chirang ( Sidli Chirang),No,NA,NA,Open Tender,Works,Item Rate,2,2019-08-03 17:00:00,No,MRS -10,261699266,19-03-2019 13:00,180,Civil Works - Building
id-7.1512,ocds-kjhdrl-2019_PWBNH_12660_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_12660_1,Offline,tender,2018-2019,Public Works Building and NH Department,2019_PWBNH_12660_1,AOC,"Repair / Renovation of the Building of Community Centre for  Plantation Labour, Borjuli, Rangapara, Sonitpur, Assam under the Scheme Development of Community Centre, Borjuli Rangapara.",No,NA,NA,Open Tender,Works,Item Rate,2,2019-03-13 15:00:00,No,BN/09/2019 /5 Borjuli Community Centre,4424100,26-03-2019 12:00,180,Civil Works - Building
id-7.1513,ocds-kjhdrl-2019_PWBNH_12909_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_12909_1,Offline,tender,2018-2019,Public Works Building and NH Department,2019_PWBNH_12909_1,AOC,Construction of Nurse Qtr at Shillongoni Amtola MPHC 4 Nos under MSDP for the year 2016 17 Nagaon,No,NA,NA,Open Tender,Works,Item Wise,2,2019-01-06 12:00:00,No,SE/BII/Tech/CS/35/2018-19/4347,5233217,21-06-2019 11:00,180,Civil Works - Building
id-7.1514,ocds-kjhdrl-2019_PWBNH_12953_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_12953_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_12953_1,AOC,SE/BII/Tech/CS/BOP/173_Umali,No,NA,NA,Open Tender,Works,Item Wise,2,2019-07-06 12:00:00,No,SE/BII/Tech/CS/BOP/173_Umali,16614603,26-06-2019 11:30,180,Civil Works - Building
id-7.1515,ocds-kjhdrl-2019_PWBNH_13090_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_13090_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_13090_1,AOC,SE/BII/Tech/CS/TTW/169_Rest House,No,NA,NA,Open Tender,Works,Item Wise,5,2019-06-17 12:00:00,No,SE/BII/Tech/CS/TTW/169_Rest House,6444865,06-07-2019 11:30,180,Civil Works - Building
id-7.1516,ocds-kjhdrl-2019_PWBNH_13363_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_13363_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_13363_1,To be Opened,"Construction of proposed Incinerator at Jorhat Medical College and Hospital, Jorhat. (Design, Supply, installation and commissioning of 50Kg_h Plasma Pyrolysis based Incinerator including related Civil works in LSTK basis)",No,NA,NA,Open Tender,Works,Item Rate,0,2019-06-26 18:00:00,No,CEB/MECH/6/2019/4_Incinerator Jorhat,9371676,10-07-2019 14:00,180,Civil Works - Building
id-7.1517,ocds-kjhdrl-2019_PWBNH_13375_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_13375_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_13375_1,Technical Evaluation,"Construction of Sports Complex at Mangaldoi , Mangaldoi LAC under Darrang Districtr under Signature Project for the year 2018 - 19",No,NA,NA,Open Tender,Works,Item Rate,2,2019-06-27 17:00:00,No,Signature Project-57_Mangaldoi,91500000,06-07-2019 15:00,180,Civil Works - Building
id-7.1518,ocds-kjhdrl-2019_PWBNH_13376_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_13376_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_13376_1,To be Opened,"Construction of Sports Complex at Dergaon, Dergaon LAC under Golaghat District under Signature Project for the year 2018-19",No,NA,NA,Open Tender,Works,Item Rate,2,2019-06-27 17:00:00,No,Signature Project-59_Dergaon,91500000,11-07-2019 13:00,180,Civil Works - Building
id-7.1519,ocds-kjhdrl-2019_PWBNH_13386_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_13386_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_13386_1,Technical Evaluation,Construction of PHC building with staff quarter at Fatehpur (10 Bedded) under Karunabari Block in Lakhimpur District under MSDP 12th plan for the year 2016-17,No,NA,NA,Open Tender,Works,Item Rate,2,2019-06-28 14:00:00,No,CE/REC/18/2019/3_MSDP_Fatehpur,10054924,20-07-2019 11:00,180,Civil Works - Building
id-7.1520,ocds-kjhdrl-2019_PWBNH_13436_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_13436_1,Offline,tender,2018-2019,Public Works Building and NH Department,2019_PWBNH_13436_1,AOC,Construction of                           Tinsukia Sanskritik Samanny Kshetra during  the year 2017-18.,No,NA,NA,Open Tender,Works,Item Rate,2,2019-03-07 11:00:00,No,SE(B)JHT/(C/S)/S-4/19-20,17090000,22-07-2019 15:00,180,Civil Works - Building
id-7.1521,ocds-kjhdrl-2019_PWBNH_13523_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_13523_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_13523_1,Financial Bid Opening,Development of Indoor Badminton Court at Jibon Phukan Nagar Dibrugarh under City India Development Fund,No,NA,NA,Open Tender,Works,Item Rate,4,2019-09-07 11:00:00,No,SE(B)JHT/(C/S)/S-5/19-20,10224000,25-07-2019 15:00,180,Civil Works - Building
id-7.1522,ocds-kjhdrl-2019_PWBNH_13564_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_13564_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_13564_1,AOC,"Repair and Maintenance to NH-53(Silchar Badarpur Section) under SOPD 2018-19( repairing of damaged pavement by providing WMM,BM and BC including Earth Work in shoulder at 4th km to 7th Km ,12th km,16th km to 27th km and 29th km to 30th km  (in stretc",No,NA,NA,Open Tender,Works,Item Rate,1,2019-12-07 15:00:00,No,PWD-BRD(RD)/SIL/SOPD/2018-19 010(RT),28765711,23-07-2019 14:00,120,Civil Works – Highways
id-7.1523,ocds-kjhdrl-2019_PWBNH_13609_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_13609_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_13609_1,Technical Evaluation,"Construction of B.Ed. College at Mugkuchi under Bahjani Mouza in Nalbari Revenue Circle , in Nalbari District. Assam",No,NA,NA,Open Tender,Works,Item Rate,2,2019-07-18 14:00:00,No,BN/10/2018/27 B.Ed. College Nalbari,77711500,30-07-2019 14:00,180,Civil Works - Building
id-7.1524,ocds-kjhdrl-2019_PWBNH_13641_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_13641_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_13641_1,AOC,Construction of Patharughat Memorial Museum (Phase-I),No,NA,NA,Open Tender,Works,Item Rate,3,2019-07-23 11:00:00,No,SE/TB/TEN/06/2019-20/710 Dated 08.07.2019,18518500,08-08-2019 14:00,180,Civil Works - Building
id-7.1525,ocds-kjhdrl-2019_PWBNH_13674_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_13674_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_13674_1,Technical Evaluation,Construction of Model         Residential School at Chirang ( Sidli Chirang),No,NA,NA,Open Tender,Works,Item Rate,1,2019-07-24 15:00:00,No,MRS -10,262699266,14-08-2019 16:00,180,Civil Works - Building
id-7.1526,ocds-kjhdrl-2019_PWBNH_14630_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_14630_1,Offline,tender,2018-2019,Public Works Building and NH Department,2019_PWBNH_14630_1,AOC,"Upgradation of existing Degree colleges to Model Degree Colleges under RUSA, Assam. Murkong Selek College Dhemaji dist.",No,NA,NA,Open Tender,Works,Item Rate,2,2019-01-11 17:00:00,No,UDC_4  Murkong Selek College,30757500,22-11-2019 14:00,180,Civil Works - Building
id-7.1527,ocds-kjhdrl-2019_PWBNH_14636_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_14636_1,Offline,tender,2018-2019,Public Works Building and NH Department,2019_PWBNH_14636_1,AOC,"Renovation, Construction and Up-gradation of Sports Complex Venues in connection with Khelo India Youth Games, 2020, Renovation, Construction and Upgradation of Kahilipara Shooting (Electrical)",No,NA,NA,Open Tender,Works,Item Rate,3,2019-02-11 10:00:00,No,Khelo India Gr-IX(RT),4153744,07-11-2019 15:00,180,Civil Works - Building
id-7.1528,ocds-kjhdrl-2019_PWBNH_14691_1-2022-09-29,compiled,2022-09-29,ocds-kjhdrl-2019_PWBNH_14691_1,Offline,tender,2019-2020,Public Works Building and NH Department,2019_PWBNH_14691_1,To be Opened,"Construction of Proposed Polytechnics Institutes in variuos Districts of Assam at Hajo, Majuli and Tingkhong at Tingkhong",No,NA,NA,Open Tender,Works,Item Rate,0,2019-08-11 15:00:00,No,GMC.54/2019/3 GMC- Tingkhong Poly,388871000,29-11-2019 15:30,180,Civil Works - Building
